target,avg_rating,avg_rating_inbound_users,in_degree,out_degree,page_rank
3064,1.0,1.8990654205607476,1,1,5.174361340239135e-05
3065,1.0,1.9705882352941178,2,1,9.195659416190808e-05
3066,-4.0,2.008695652173913,2,0,7.093892736211026e-05
3067,1.0,1.6863748155435316,2,2,7.190957741272853e-05
3068,1.0,1.4736842105263157,1,0,5.517382602603786e-05
3069,1.0,1.5272727272727273,1,1,6.057537807376595e-05
3070,1.0,1.5272727272727273,1,1,6.057537807376595e-05
3071,-1.0,0.7279411764705882,1,0,4.634599160504833e-05
3072,2.0,1.5272727272727273,1,2,6.057537807376595e-05
3073,1.0,1.7954545454545454,1,0,5.326993241895328e-05
3074,2.0,1.5272727272727273,1,1,6.057537807376595e-05
3075,1.0,1.5272727272727273,1,1,6.057537807376595e-05
3076,1.0,0.6103663783343146,3,3,8.013353497510004e-05
3077,1.0,2.1073863636363637,2,0,8.643289528022603e-05
3078,1.0,1.9062066574202499,2,2,8.063422164708898e-05
3079,2.0,1.5272727272727273,1,1,6.057537807376595e-05
3080,1.0,2.5266990291262137,1,1,5.754931478077417e-05
3081,1.0,2.6875,1,1,6.0865379222161046e-05
3082,1.5,2.067154255319149,2,2,8.11394585933793e-05
3083,1.0,1.5272727272727273,1,1,6.057537807376595e-05
3084,1.0,2.2732517482517482,2,2,8.157451515970343e-05
3085,1.0,2.1073863636363637,2,1,8.643289528022603e-05
3086,2.4210526315789473,1.4498549663700586,19,12,0.0005751987294288241
3087,1.0,1.3,5,5,0.0001294511314065758
3088,1.0,1.5272727272727273,1,1,6.057537807376595e-05
3089,1.0,1.2857142857142858,1,1,5.809276888201627e-05
3090,1.0,0.7395498392282959,1,1,4.966797333207226e-05
3091,2.0,1.5272727272727273,1,1,6.057537807376595e-05
3092,2.0,2.885135135135135,2,2,7.898820808598536e-05
3093,1.0,1.8871937459703416,3,3,0.0001067069746514445
3094,1.0,1.5272727272727273,1,1,6.057537807376595e-05
3095,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3096,3.0,1.5272727272727273,1,1,6.057537807376595e-05
3097,2.0,1.8,1,0,6.245186813600124e-05
3098,1.0,1.0,1,1,6.872125462559995e-05
3099,1.4444444444444444,1.1941537822649346,36,46,0.0008011394324792215
3100,2.0,1.5272727272727273,1,0,6.057537807376595e-05
3101,3.0,2.3459582102152807,2,2,7.994148638710319e-05
3102,1.0,1.6863748155435316,2,2,7.190957741272853e-05
3103,2.75,-0.03525641025641024,4,5,0.00013009172144398754
3104,1.0,1.6339326144518207,3,2,0.00010436889131458429
3105,1.4,1.6754914745898914,10,11,0.00021290503166940158
3106,1.5,1.7035283788175823,4,3,0.00010727680980933399
3107,2.0,1.5530820134921461,25,25,0.0005628037133252109
3108,-10.0,0.49056603773584906,1,0,4.160919140076728e-05
3109,-10.0,0.49056603773584906,1,0,4.160919140076728e-05
3110,1.0,1.942734491359068,3,3,9.039750110670986e-05
3111,1.0,1.985571736785329,2,2,7.235297820702058e-05
3112,1.0,2.5266990291262137,1,1,5.754931478077417e-05
3113,1.8125,1.5683888176677416,16,16,0.0003494801692414602
3114,1.0,1.6206896551724137,1,1,4.9244444244949026e-05
3115,1.0,2.6875,1,1,6.0865379222161046e-05
3116,-1.0,1.5890330188679245,2,1,6.746670860722736e-05
3117,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3118,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3119,2.2,1.773323397316116,10,10,0.00023243374004968336
3120,1.3333333333333333,1.8373464477541133,3,5,9.450344971373083e-05
3121,2.0,2.5266990291262137,1,1,5.754931478077417e-05
3122,1.0,1.6766801284042663,3,3,9.549768447054144e-05
3123,2.0,2.612012987012987,2,2,9.738162653011365e-05
3124,1.0,1.8990654205607476,1,1,5.174361340239135e-05
3125,10.0,3.019230769230769,1,1,5.60069991016381e-05
3126,3.0,2.5266990291262137,1,1,5.754931478077417e-05
3127,1.0,1.8156424581005586,2,3,7.407702778581988e-05
3128,1.0,1.8990654205607476,1,1,5.174361340239135e-05
3129,2.9411764705882355,1.5508925907990945,17,212,0.0003732734982271601
3130,1.0,2.9411764705882355,1,0,3.650447745670589e-05
3131,1.0,2.9411764705882355,1,0,3.650447745670589e-05
3132,1.0,2.9411764705882355,1,0,3.650447745670589e-05
3133,1.0,2.9411764705882355,1,0,3.650447745670589e-05
3134,1.0,2.9411764705882355,1,0,3.650447745670589e-05
3135,1.0,2.9411764705882355,1,1,3.650447745670589e-05
3136,2.5555555555555554,1.923670733591099,9,10,0.00029863166855412346
3137,1.5,2.2128822248434807,2,2,7.428506616746452e-05
3138,1.0,2.5266990291262137,1,1,5.754931478077417e-05
3139,1.0,1.7954545454545454,1,1,5.326993241895328e-05
3140,1.0,-0.4084507042253521,1,3,5.3330682889701126e-05
3141,2.0,2.5266990291262137,1,1,5.754931478077417e-05
3142,2.0,1.655637254901961,2,3,6.785140632393322e-05
3143,2.5,2.3402729999724796,2,1,7.169403141889646e-05
3144,-10.0,-0.4084507042253521,1,1,5.3330682889701126e-05
3145,2.0,2.125987285686765,2,0,6.630691767595012e-05
3146,1.3,1.4415646290079969,10,10,0.00021364066028562248
3147,1.0,2.0,1,1,8.171568390959233e-05
3148,1.0,1.182461873638344,3,3,0.0001273061949603314
3149,2.0,1.606060606060606,1,0,5.682035962520715e-05
3150,2.0,2.5266990291262137,1,1,5.754931478077417e-05
3151,1.0,1.0,1,1,7.107795058779478e-05
3153,1.0,1.6383973294852459,3,5,8.842574896532235e-05
3154,1.0,1.8157894736842106,1,0,5.271829642117218e-05
3155,1.0,1.7652969391287148,3,3,0.00010078959711609318
3156,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3157,8.0,4.818181818181818,1,1,6.693362554027007e-05
3158,1.0,1.7580645161290323,1,1,5.390753025858284e-05
3159,-10.0,1.5625,1,0,4.913918845602404e-05
3160,1.4,1.7240661837244733,5,5,0.0001681283599378569
3161,2.15,1.7409919438348709,20,26,0.0004457863831615096
3162,1.0,0.7279411764705882,1,0,4.634599160504833e-05
3163,1.0,1.857427447122479,2,0,6.945404780786288e-05
3164,1.0,2.631284916201117,1,1,5.207033544670178e-05
3165,1.0,1.879972804972805,6,5,0.00015815949108182833
3166,1.0,2.5651709401709404,2,2,7.991025569665661e-05
3167,-10.0,2.6666666666666665,1,0,4.352728603925926e-05
3168,2.3,1.6350023567470007,10,10,0.0002709066460545631
3169,1.0,2.265625,1,1,5.384481429043762e-05
3170,2.0,1.8990654205607476,1,0,5.174361340239135e-05
3171,1.0,1.9734299516908211,2,1,7.943646447692092e-05
3172,1.7142857142857142,1.6873405796633938,7,8,0.0001637895606752444
3173,1.0,-0.4084507042253521,1,1,5.3330682889701126e-05
3174,5.0,2.142857142857143,1,1,5.419013676445157e-05
3175,1.0,2.2128822248434807,2,0,7.428506616746452e-05
3176,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3177,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3178,-4.5,2.499532710280374,2,0,6.584681647216297e-05
3179,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3180,1.0,2.6875,1,1,6.0865379222161046e-05
3181,1.0,2.5266990291262137,1,1,5.754931478077417e-05
3182,-1.2,1.5170103462148188,5,6,0.00015082775981393903
3183,1.0,1.7633495145631068,2,2,7.925552813582328e-05
3184,1.5,1.8266994266994268,2,2,7.591677690698567e-05
3185,2.0,1.7059656328706068,9,9,0.00020689868932644346
3187,2.0,2.5266990291262137,1,1,5.754931478077417e-05
3188,1.0,-1.2,1,1,5.6375127989342284e-05
3189,2.75,1.8965503246753246,4,4,0.00015522357227959772
3190,0.3333333333333333,1.6926978089464717,3,4,9.407119746521447e-05
3191,1.0,1.9705882352941178,2,1,5.786180124984423e-05
3192,1.0,1.5272727272727273,1,1,6.057537807376595e-05
3193,-4.4,1.2784105948277973,5,4,0.00010568857368892606
3194,1.3333333333333333,1.890249603570483,6,6,0.00013835218331101308
3195,1.2,0.47555414505842986,15,14,0.0003439603014568104
3196,1.0,1.4889705882352942,2,3,6.723304807587097e-05
3197,-1.7,1.5295040332975132,10,11,0.00026396028828146254
3198,5.333333333333333,2.0196676522741277,3,2,8.768908758272869e-05
3199,1.0,1.8990654205607476,1,2,5.174361340239135e-05
3200,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3201,1.0,1.0,1,0,5.699889771171704e-05
3202,1.0,1.6331244341772548,2,2,7.220942609714495e-05
3203,1.0,1.8189050701186624,2,2,7.47151974249687e-05
3204,1.0,1.3865539355142082,6,8,0.00011147765121721926
3205,1.0,2.631284916201117,1,1,5.207033544670178e-05
3206,1.0,1.0931791749332969,2,2,6.994205270329093e-05
3207,2.25,2.4335008741258743,4,4,0.00014392509235930265
3208,1.6363636363636365,1.785049548053199,11,8,0.0002455143439542909
3209,1.25,1.4398608484604867,4,4,0.00013645506893537063
3210,-4.0,1.0136363636363637,2,1,9.684227189819206e-05
3211,1.0,1.9110711718188353,2,3,7.413128368253256e-05
3212,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3213,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3214,2.4,2.495232155686245,5,4,0.00010862205067559454
3215,1.0,2.1666666666666665,1,1,5.545536279400019e-05
3216,1.0,0.7395498392282959,1,1,4.966797333207226e-05
3217,1.0,0.5587231858460516,3,3,8.883009508303754e-05
3218,1.0,2.6875,1,1,6.0865379222161046e-05
3219,3.0425531914893615,1.84541248266017,47,46,0.0010692959615248524
3220,2.0,3.9303675048355897,2,2,8.669235526409873e-05
3221,1.0,1.1746714456391876,3,3,9.508524129722893e-05
3222,1.0,2.5266990291262137,1,1,5.754931478077417e-05
3223,2.45,1.605311069174887,20,22,0.00046262448189074933
3224,1.0,-4.4,1,0,5.746668392459756e-05
3225,1.75,2.144406700617547,4,4,0.00010877962790024483
3226,1.0,1.375,1,2,6.510809198169861e-05
3227,1.0,1.3193076298945217,2,2,6.640372471876272e-05
3228,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3229,1.0714285714285714,1.484307620024787,14,13,0.0002885915476359204
3230,1.0,0.7395498392282959,1,2,4.966797333207226e-05
3231,1.0,1.653713084807686,4,4,0.0001226713138061947
3232,-1.0,-1.7,1,1,5.540479338290472e-05
3233,-0.2,1.3674990996167309,15,13,0.00035053650172294995
3234,1.0,-0.2,1,1,5.79275563591245e-05
3235,2.0,2.0084745762711864,1,0,4.922556477557838e-05
3236,2.8333333333333335,1.5181829638367157,6,7,0.00015306242477665673
3237,1.0833333333333333,1.5035976920539549,12,14,0.00025213703361835906
3238,3.0,2.45,1,1,5.288198972511626e-05
3239,2.0555555555555554,1.253133534967385,18,19,0.0005438033936816679
3240,1.0,2.631284916201117,1,1,5.207033544670178e-05
3241,1.5,2.2911272923408843,2,2,8.187736134021685e-05
3242,1.6,1.7654195535341024,5,5,0.00012088524987443437
3243,2.0,2.265625,1,1,5.384481429043762e-05
3244,2.0,2.0555555555555554,1,1,5.9335908575144035e-05
3245,1.0,2.631284916201117,1,1,5.207033544670178e-05
3246,3.25,-0.13082524271844642,4,4,0.00011905440201260071
3247,4.0,2.5266990291262137,1,1,5.754931478077417e-05
3248,1.5,2.2516447368421053,2,2,7.857581362763209e-05
3249,1.0,2.6875,1,1,6.0865379222161046e-05
3250,2.3333333333333335,1.6113888888888892,3,4,9.185802697044624e-05
3251,1.0,2.631284916201117,1,3,5.207033544670178e-05
3252,1.6666666666666667,1.5467412492584114,3,2,9.256182875299164e-05
3253,1.0,1.6206896551724137,1,1,4.9244444244949026e-05
3254,1.3333333333333333,1.6251972053189092,3,3,9.057483509576487e-05
3255,3.0,1.619774919614148,2,2,6.915601018559214e-05
3256,1.0,2.9411764705882355,1,0,3.650447745670589e-05
3257,1.75,0.7439376120071685,4,4,0.00011691634459845833
3258,-3.5,0.04105766675524847,2,1,5.993201227476758e-05
3259,-1.75,-3.5106918238993714,4,2,0.00011896950917789418
3260,2.875,1.2566800809660856,32,1,0.0005793766149095052
3261,1.0,2.265625,1,2,5.384481429043762e-05
3262,1.5,1.720714438961596,2,2,0.000101986882778677
3263,3.0,2.0555555555555554,1,1,5.9335908575144035e-05
3264,2.0,1.7048611111111112,2,2,8.09878740556449e-05
3265,1.0,0.7259777566940755,2,2,6.59422919084613e-05
3266,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3267,-0.5,1.85,2,2,8.776300128575051e-05
3268,1.5,1.7559386827193773,6,4,0.00016100431832532093
3269,1.5,1.9773104880581513,2,3,7.607165996183449e-05
3270,-0.625,1.6781949189333054,8,3,0.0001638050640980883
3271,1.0,2.0555555555555554,1,1,5.9335908575144035e-05
3272,1.3333333333333333,1.2794062757867934,3,4,9.150247136399064e-05
3273,-3.8,1.0454234892495275,15,13,0.0003553439600208227
3274,1.0,1.7863748155435317,2,3,7.22003569994426e-05
3275,1.0,0.8620071684587813,2,2,0.00013207177304494578
3276,0.5,2.1919209431345354,2,2,7.758582802892041e-05
3277,1.5,1.84668284789644,2,2,8.272491009561315e-05
3278,3.3333333333333335,1.3405368027066318,6,6,0.00013872870063293472
3279,1.0,2.1,1,1,6.101733559409425e-05
3280,1.0,2.6875,1,1,6.0865379222161046e-05
3281,8.0,3.64,1,1,6.16938921732906e-05
3283,1.0,1.3064089036277762,3,2,9.608683640291455e-05
3284,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3285,1.0,1.7886176931209752,3,3,9.321009725899378e-05
3286,1.0,2.6875,1,1,6.0865379222161046e-05
3287,-6.333333333333333,-0.1784732084488628,3,3,0.00011176753310478519
3288,1.0,0.7279411764705882,1,0,4.634599160504833e-05
3289,1.0,0.7240143369175627,1,1,5.4604162319113596e-05
3290,1.0,3.019230769230769,1,1,5.60069991016381e-05
3291,3.0,2.5266990291262137,1,0,5.754931478077417e-05
3292,1.6666666666666667,1.9606660940816312,3,3,9.420808851518814e-05
3293,3.3333333333333335,1.3899772073924572,3,0,8.71928108543408e-05
3294,1.0,1.8157894736842106,1,0,5.271829642117218e-05
3295,1.5,2.190642458100559,2,3,7.691505867387402e-05
3296,1.0,1.5275441329179649,4,3,0.00011149457246747224
3297,1.0,2.1610767872903796,2,2,7.581138518402687e-05
3298,1.0,1.7983549351944168,2,2,6.79500934239526e-05
3299,-4.0,1.5712788259958073,2,1,6.997393882357766e-05
3300,3.0,3.782866043613707,2,3,6.89966647791297e-05
3301,1.0,2.5833333333333335,1,1,5.651327673458558e-05
3302,2.0,1.9645690267582288,2,2,7.589466926527834e-05
3303,1.0,-0.2,1,1,5.79275563591245e-05
3304,1.0,1.5050882658359295,2,2,6.890949604658605e-05
3305,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3306,1.0,2.5266990291262137,1,1,5.754931478077417e-05
3307,2.0,0.7395498392282959,1,0,4.966797333207226e-05
3308,1.0,3.0425531914893615,1,1,5.476659173952962e-05
3309,3.5,2.540086511049604,4,4,0.00010628888794901482
3310,3.0,2.265625,1,2,5.384481429043762e-05
3311,3.0,1.1723519960449882,2,2,6.884074454836194e-05
3312,2.0,2.5266990291262137,1,0,5.754931478077417e-05
3313,1.5,1.7083333333333335,2,2,9.740706781384254e-05
3314,-7.625,0.20768677201054742,8,6,0.00016895480560021687
3315,1.5,0.3991268382352941,2,2,5.826858497133867e-05
3316,1.6,1.9486334589467187,10,10,0.0002446173701563396
3317,1.4,1.6541551244978152,10,9,0.0002391285800071906
3318,1.0,1.0629340277777777,2,1,6.876579939974609e-05
3319,2.0555555555555554,1.3937762213501264,18,15,0.00038532960031335844
3320,2.5,1.8484042553191489,2,2,8.586602351327074e-05
3321,1.2,1.1531129533592976,5,5,0.00012502759106595632
3322,1.0,3.4285714285714284,1,1,7.911955612686129e-05
3323,1.0,2.4113344988344987,3,3,0.00010743203236616319
3324,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3325,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3326,1.4444444444444444,1.3229712895244434,9,9,0.00019591606706051732
3327,1.6666666666666667,1.8479859167951715,6,7,0.00012485023596325425
3328,1.6666666666666667,1.5330218068535826,3,2,0.00010852344808037984
3329,1.5,1.7324324324324325,2,2,7.805360297962025e-05
3331,1.0,1.4444444444444444,1,1,5.351104612697186e-05
3332,1.0,2.4210526315789473,1,1,7.575110535024222e-05
3333,-6.428571428571429,-0.06688467637004081,7,2,0.0001533674887069555
3334,1.0,1.8990654205607476,1,1,5.174361340239135e-05
3335,1.5555555555555556,1.4211964704733517,9,11,0.0002424936268874387
3336,1.0,1.6253566830218882,2,2,7.714561508418711e-05
3337,1.0,0.994774919614148,2,2,7.176262250291404e-05
3338,1.0,2.631284916201117,1,2,5.207033544670178e-05
3340,1.0,2.3968253968253967,1,1,5.081584823949539e-05
3341,-0.875,1.2176634869835352,8,1,0.00018946750091469744
3342,2.0,1.8562466275076215,5,5,0.0001386445583198401
3343,1.0,0.7317820880729293,2,1,6.926427363548529e-05
3344,1.0,2.5,1,1,5.449589886922045e-05
3345,0.125,1.2974914930392918,48,46,0.0008611987572556685
3346,1.3333333333333333,1.750462962962963,3,2,7.951003052175596e-05
3347,1.0,1.750462962962963,3,4,8.30243044414934e-05
3348,1.0,1.6253566830218882,2,2,7.714561508418711e-05
3349,2.0,1.5457560989429373,6,8,0.0001501630353340665
3351,1.0,3.4285714285714284,1,1,7.911955612686129e-05
3352,1.5,1.1522384034519957,2,3,7.65317614891067e-05
3353,1.5714285714285714,1.6574227260007628,14,14,0.00045717683641336663
3354,1.0,1.464727463312369,2,1,4.990256122205326e-05
3355,3.5,1.6854173777147066,2,2,6.673044676307342e-05
3357,0.8,2.1877516453735963,5,0,0.0001395286996126969
3358,1.0,1.7407407407407407,1,1,5.1139792637950073e-05
3359,1.5,1.9391891891891893,2,3,9.183935509009558e-05
3360,1.0,4.818181818181818,1,1,6.693362554027007e-05
3361,1.0,0.26249999999999996,2,4,0.00021863960368276138
3362,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3363,1.3333333333333333,1.830877557340912,3,2,7.603531789115855e-05
3364,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3365,1.0,2.438888888888889,1,1,4.3301231836986685e-05
3366,1.3541666666666667,1.2526983055870569,48,43,0.0010953347243076977
3367,2.6,1.5064190289996742,5,3,0.0001214288914327056
3368,2.0,2.5266990291262137,1,1,5.754931478077417e-05
3369,2.0,3.25,2,1,8.735959045232365e-05
3370,1.5,2.32641257762617,2,2,7.289071361399356e-05
3371,-10.0,1.8333333333333333,2,0,8.998820182184607e-05
3372,-10.0,1.0,1,0,8.146877779828776e-05
3373,-6.5,0.9465025310630464,2,0,5.772162634001215e-05
3374,2.0,1.3040798040985786,13,14,0.0002672493814566844
3375,3.0,2.217391304347826,1,0,4.349643331541764e-05
3376,-5.5,0.9465025310630464,2,0,5.772162634001215e-05
3377,5.666666666666667,2.8974800290486566,6,8,0.000162381660016361
3378,-6.0,-1.111636551479059,7,4,0.00020218349781364465
3379,1.0,0.979849946409432,3,2,8.69887720003266e-05
3380,-0.3333333333333333,1.4271475192131649,6,5,0.00016152287107663285
3381,1.0,-0.44108684611477916,3,8,8.657165333970559e-05
3382,1.0,2.2128822248434807,2,1,7.428506616746452e-05
3383,1.0,1.5,1,2,5.669186110428104e-05
3384,-6.5,1.303030303030303,2,0,5.2423123438354884e-05
3385,1.25,2.047182178785061,4,4,0.00010204661389059667
3387,1.0,2.5266990291262137,1,1,5.754931478077417e-05
3388,1.0,1.76509009009009,3,3,8.234999562319957e-05
3389,1.9230769230769231,1.5270296530089236,13,11,0.00028972279186065096
3390,1.0,0.7240143369175627,1,1,5.4604162319113596e-05
3391,1.0,2.151531847038878,6,5,0.00012445258007973267
3392,1.3333333333333333,1.843064792900668,3,3,9.25189271714609e-05
3393,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3394,3.4,0.4957590326340327,5,6,0.00018874649432822245
3395,4.0,2.5266990291262137,1,1,5.754931478077417e-05
3396,1.0,1.7625,2,2,6.566908074140222e-05
3397,3.0,1.992922841288241,9,9,0.00021137660743004088
3398,2.0,2.3968253968253967,1,0,5.081584823949539e-05
3399,-4.5,1.701219512195122,2,0,6.967383887365639e-05
3400,1.0,1.5272727272727273,1,1,6.057537807376595e-05
3401,1.0,3.4285714285714284,1,1,7.911955612686129e-05
3403,-2.0,1.0,1,0,6.29172213307967e-05
3404,2.1818181818181817,2.1865707436095785,11,10,0.0003558775938197606
3405,1.0,1.9781183886620535,5,5,0.0001275383880294867
3406,4.0,2.631284916201117,1,2,5.207033544670178e-05
3407,1.0,1.8990654205607476,1,1,5.174361340239135e-05
3408,2.25,0.2909712385244043,8,9,0.00028277247712791165
3409,-10.0,1.5272727272727273,1,0,6.057537807376595e-05
3410,-3.3333333333333335,1.230334051724138,3,1,7.71218601154833e-05
3411,1.0,2.3714285714285714,1,1,6.005652278800496e-05
3412,1.0,1.7165929288681745,3,3,9.388136647087744e-05
3413,1.2,1.1871632999805104,5,8,0.00012385973740299675
3414,2.0,1.7424387689332903,4,3,0.00010861142696482426
3415,4.0,2.5266990291262137,1,1,5.754931478077417e-05
3416,8.0,0.7240143369175627,1,0,5.4604162319113596e-05
3417,1.25,2.017736704184208,4,5,0.00012996852453435668
3418,1.0,3.019230769230769,1,1,5.60069991016381e-05
3419,2.0,2.5266990291262137,1,1,5.754931478077417e-05
3420,1.0,2.15,1,1,4.958164761905801e-05
3421,1.0,1.336842105263158,2,2,7.162449387144159e-05
3422,1.0,1.6114081996434937,6,5,0.00019551763229357227
3423,1.0,2.25,1,1,6.171415152222603e-05
3424,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3425,3.5,1.6370327102803737,2,1,7.610124064677152e-05
3426,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3427,1.6666666666666667,1.185356185966951,18,20,0.0003719011407934208
3428,2.5,-4.653846153846154,2,0,6.353496779369405e-05
3429,2.125,1.6327440128648345,40,44,0.0007406964421693492
3430,1.0,1.5217391304347827,1,1,5.4277447654591736e-05
3431,-5.0,0.49056603773584906,1,0,4.160919140076728e-05
3432,-5.0,0.49056603773584906,1,0,4.160919140076728e-05
3433,1.6666666666666667,2.286774920040122,3,2,8.623463557329189e-05
3434,1.0,1.7853403141361257,1,1,5.233653061733547e-05
3435,1.0,1.7165929288681745,3,3,9.388136647087744e-05
3436,-6.5,1.4378989959698696,6,0,0.00012813800730265655
3437,2.0,1.5555555555555556,1,0,5.374600591154851e-05
3438,1.5,2.535086902545003,2,2,6.0363705267987584e-05
3439,1.0,1.61864406779661,1,2,4.7425887184120636e-05
3440,1.0,0.7240143369175627,1,1,5.4604162319113596e-05
3441,1.6666666666666667,1.7358463534128257,3,3,9.847633905098592e-05
3442,1.0,1.9592910848549945,2,1,7.040229093710986e-05
3443,1.0,2.5266990291262137,1,1,5.754931478077417e-05
3444,-0.6,1.4215813355148073,5,2,0.00010845926290045606
3445,1.68,1.4653518476971317,25,29,0.0005554960814544608
3446,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3447,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3448,1.6666666666666667,1.9266437054512096,3,2,9.59370316479653e-05
3449,-1.75,1.718832465192304,4,3,9.934988190209707e-05
3450,2.6666666666666665,1.3449813449813453,3,4,9.549499776369353e-05
3451,1.38,1.008237077289533,100,106,0.0022292828275451227
3452,1.3333333333333333,1.4906532498814558,39,63,0.0007418209346253863
3453,1.0,1.4066162636453803,5,5,0.00011950709036987384
3454,3.0,2.3783783783783785,1,2,5.2810098905672766e-05
3455,1.0,1.7466774541531824,3,3,8.54343344909849e-05
3456,2.5,1.9270833333333335,2,3,7.614786434972144e-05
3457,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3458,1.0,2.2128822248434807,2,2,7.428506616746452e-05
3459,1.5,1.7561274509803921,4,3,0.0001377503159450227
3460,1.0,2.265625,1,1,5.384481429043762e-05
3462,2.0,2.1724005637331665,4,6,0.00013096617824972216
3463,-1.8333333333333333,1.3081387666463462,6,4,0.0001495389088020785
3464,2.0,1.6253566830218882,2,2,7.714561508418711e-05
3465,1.4864864864864864,1.4820661890836289,37,47,0.0006724645124114762
3466,-5.75,1.273712273086744,4,5,9.552498523383019e-05
3467,1.0,1.3541666666666667,1,1,5.6659827496201634e-05
3468,1.0,2.6875,1,1,6.0865379222161046e-05
3469,1.0,2.438888888888889,1,1,4.3301231836986685e-05
3470,2.142857142857143,2.845630686908644,14,12,0.00021155725818739412
3471,2.0,1.3541666666666667,1,1,5.6659827496201634e-05
3472,-10.0,1.5697534904013963,2,1,7.398849609783664e-05
3473,-10.0,0.5761201936387584,3,0,7.177352351901162e-05
3474,2.5,0.49699416008244585,2,2,7.167603737420524e-05
3475,1.5,1.8388311444379406,4,3,0.00010638317147756204
3476,1.375,1.560183466603574,8,8,0.00019814482840113329
3477,1.0,1.68,1,2,5.128964371350386e-05
3478,2.5,2.178571428571429,2,2,7.29046550952102e-05
3479,2.0,1.2530325943400982,3,2,9.256752741660565e-05
3480,1.0,1.8990654205607476,1,0,5.174361340239135e-05
3481,3.25,1.550843253968254,4,5,0.00013041219987508832
3482,3.0,2.0084745762711864,1,1,4.922556477557838e-05
3483,5.5,5.892670157068062,2,1,0.00029583139938983715
3484,10.0,5.5,1,1,0.00028646455149706156
3485,1.0,0.7279411764705882,1,0,4.634599160504833e-05
3486,1.0,1.8990654205607476,1,2,5.174361340239135e-05
3487,0.9090909090909091,1.4839590405676775,11,10,0.00024796231558497174
3488,4.0,0.9305164319248828,3,4,0.0001344948859775752
3489,0.75,2.1588702933256307,4,5,0.00010401170103731666
3490,0.8571428571428571,1.7370020481310804,7,7,0.00021782817433702115
3491,1.0,-0.4084507042253521,1,0,5.3330682889701126e-05
3492,2.0,2.0084745762711864,1,3,4.922556477557838e-05
3493,2.0,-0.4084507042253521,1,3,5.3330682889701126e-05
3494,1.0,1.311539878739155,2,2,7.133991370580446e-05
3495,1.0,2.6875,1,1,6.0865379222161046e-05
3496,1.5,2.125987285686765,2,1,6.630691767595012e-05
3497,1.0,-0.4084507042253521,1,1,5.3330682889701126e-05
3498,-10.0,0.49485145263358027,3,9,7.82773667592718e-05
3499,1.0,1.4024390243902438,1,1,5.335321650020512e-05
3500,2.4285714285714284,3.409489952693836,7,7,0.00020322489294277057
3501,1.0,1.4303030303030302,2,3,7.54408787477189e-05
3502,1.0,1.6837606837606838,1,0,4.614712264183653e-05
3503,2.0,2.1939050701186624,2,2,7.628265272604867e-05
3504,2.857142857142857,2.791904546709849,7,9,0.00020957421413902677
3505,1.0,-0.4084507042253521,1,1,5.3330682889701126e-05
3506,1.4,1.769363416253182,5,5,0.0001755212533558548
3507,1.0,1.8990654205607476,1,1,5.174361340239135e-05
3508,1.0,1.8990654205607476,1,2,5.174361340239135e-05
3509,1.0,1.26,3,3,0.0001148106103038777
3510,1.0,1.9552941176470588,4,3,0.00011325109643710048
3511,2.5,1.720617064973861,4,4,0.00012395586588451435
3512,0.3333333333333333,1.5513468329440552,9,12,0.0002650410994173426
3513,0.875,1.547908622908623,8,0,0.00015783849764755147
3514,1.0,2.5266990291262137,1,2,5.754931478077417e-05
3515,-2.6666666666666665,1.9352548165623205,3,4,9.216139072796761e-05
3516,-5.0,-0.4084507042253521,1,0,5.3330682889701126e-05
3517,1.0,1.7994791666666665,2,0,6.871031496439052e-05
3518,2.0,-0.4084507042253521,1,1,5.3330682889701126e-05
3519,1.3333333333333333,1.8137254901960784,3,2,0.00010877173113103633
3520,2.3333333333333335,2.518698982092102,3,3,9.810621048549476e-05
3521,1.0,1.7105263157894737,2,3,0.00011829729876367624
3522,1.0,1.3333333333333335,4,2,0.00010010869038455134
3523,1.0,2.5266990291262137,1,1,5.754931478077417e-05
3524,1.0,1.3770833333333332,2,2,9.10031617068856e-05
